age,education_level,years_experience,job_level,gender,industry,city,hours_per_week,remote_ratio,salary
32,5,1,4,1,3,3,51,100,56986.971338450625
40,3,6,5,1,1,2,31,50,65614.7881790292
56,1,5,4,0,3,0,38,0,53753.35984381404
24,1,6,2,2,1,1,37,50,46131.8462975955
32,5,17,5,2,3,2,48,0,85631.64545292914
47,2,28,2,2,3,3,37,100,82627.79309739373
44,2,18,4,2,3,2,49,0,76189.90569197098
54,5,24,2,1,2,4,39,50,78872.6678428276
58,5,3,1,1,4,4,46,0,43508.27734733817
26,4,12,4,0,2,3,48,0,69560.68575744344
57,4,31,5,0,4,1,30,0,103751.56331223711
51,5,26,3,2,1,2,50,0,90089.19863431665
22,3,33,2,2,1,4,55,100,91848.25770092897
58,4,27,2,0,4,0,44,0,83896.69547278079
56,5,8,4,0,4,4,40,0,64296.320381341255
41,2,7,4,0,0,1,54,50,58156.18158143869
27,4,20,1,1,4,3,36,50,67200.81974725217
36,3,29,5,2,4,0,45,0,100633.73693482873
46,1,28,2,0,1,2,32,0,76107.84042001303
52,2,8,2,0,1,2,52,100,48825.843171955945
36,3,12,3,2,3,3,41,50,65046.13024482386
31,3,17,2,0,3,0,53,100,67294.15141960645
46,3,37,2,2,1,0,45,0,99402.85731654649
27,2,21,1,1,3,0,49,100,69317.82864851071
42,3,30,3,0,2,3,48,100,89153.6575183443
48,1,34,2,2,2,3,31,50,85581.17404275239
39,4,9,2,2,3,2,59,50,54792.60310024753
35,2,8,5,1,3,4,37,50,70834.35457023683
36,3,30,2,2,4,1,48,50,84847.74755852904
35,5,39,1,2,4,2,52,0,101044.69277894696
38,4,23,2,2,2,0,40,50,80066.42041468708
27,2,7,2,0,2,4,56,0,45602.590496168494
57,5,19,4,1,4,1,40,50,84085.99226965258
57,5,16,2,2,4,0,31,0,69305.83302917924
48,3,27,3,1,4,3,34,100,88423.63115685622
55,2,5,4,2,3,4,34,50,59149.79024431454
45,3,32,3,1,1,3,54,50,95883.309082978
50,1,27,3,0,2,1,53,100,82966.30210324144
31,5,0,1,1,0,1,53,50,41460.48442026386
36,1,34,2,1,4,0,39,0,83007.17555121108
34,3,23,3,0,3,3,31,100,77760.70550385801
28,4,5,2,2,2,2,44,50,49168.827377970054
58,5,6,2,0,4,2,47,50,54564.448226670815
31,4,8,1,1,3,3,41,0,47458.73228392838
51,2,36,1,0,2,1,39,50,88719.06669232756
44,5,15,3,0,2,4,36,0,74677.46852476249
58,1,33,3,1,0,3,44,50,87312.08850591809
37,4,34,4,1,0,0,44,100,108069.5578058539
34,2,34,2,0,2,2,41,0,87966.47209080237
51,5,19,2,1,3,0,58,0,74784.84027236288
25,2,22,1,2,4,4,58,50,65096.19033140902
54,1,34,1,2,4,2,49,0,83332.14308882681
53,5,22,3,2,2,2,44,0,79086.02307259021
57,2,3,4,2,4,2,32,100,55741.80377172541
24,3,9,4,0,0,0,45,0,61758.49129105802
37,5,10,1,0,4,1,58,100,55791.146314308804
35,5,39,1,0,1,0,48,0,100464.92925513796
27,5,8,4,1,0,1,36,100,65890.7031237894
44,5,39,4,0,0,3,46,100,112074.00942792029
51,3,11,3,0,2,2,33,100,58990.79906230318
45,1,16,4,1,2,0,51,100,71348.95534697914
41,3,31,2,1,4,4,44,100,87803.42251043132
50,3,22,4,1,4,4,38,50,82146.99526556872
29,2,14,5,2,2,1,57,0,74985.39386278678
31,4,27,4,0,3,1,46,50,90691.30735065625
47,4,37,1,0,4,2,30,0,90910.81636180755
25,2,4,1,0,3,1,31,0,41469.86960152896
39,3,39,5,1,0,4,36,100,114186.28999304894
24,2,17,2,0,1,0,52,0,62041.93178712466
42,5,20,4,2,3,0,43,50,87234.52423898088
28,2,14,4,0,4,1,34,0,69639.34347390267
48,2,2,5,0,2,1,33,0,57659.99032606952
35,5,25,3,1,2,4,42,50,88466.92672681643
41,4,14,3,2,1,3,39,50,69017.72573050944
27,5,19,2,0,1,0,42,50,73184.78740309224
39,1,20,4,1,0,1,51,100,79270.6738502265
33,2,25,4,2,3,2,53,100,83726.74209200314
58,2,22,4,2,1,1,41,0,77902.46760487361
56,4,24,1,1,0,5,52,0,72567.97654381183
53,3,3,3,1,0,0,47,100,49352.46082235493
30,5,9,5,1,0,1,40,50,70114.45289250636
59,3,21,1,1,4,2,47,50,68368.50138978695
52,1,2,1,1,1,2,51,50,34586.21902488413
50,5,18,3,1,2,2,41,100,78298.07844028519
53,1,30,4,0,0,4,30,50,91816.18877405046
26,1,8,2,1,2,2,50,0,46250.9389722004
42,1,28,5,1,4,0,45,100,92528.33571780295
26,5,36,3,2,3,5,43,50,104182.99022027216
44,5,6,2,2,4,1,30,0,56761.16856674723
22,4,37,3,2,4,1,36,0,103568.92811819747
57,2,23,3,1,1,1,48,50,78669.23669688583
39,3,7,3,1,0,2,54,100,58748.53701699975
53,3,33,3,0,4,2,34,100,96350.01542302356
49,1,25,4,0,0,2,46,50,84306.20946000241
36,5,27,1,0,2,3,39,100,79032.9762534059
29,5,27,3,0,3,3,33,0,94417.66234280504
54,1,6,2,1,3,3,53,50,43744.56178235639
39,2,2,2,2,2,3,43,100,40755.93206086495
37,3,21,2,1,1,3,52,100,68412.37760149321
46,4,37,1,1,2,1,35,100,97257.22194337918
55,2,17,1,1,2,1,54,50,59209.30402289908
42,5,11,2,1,1,3,57,50,63670.81675337707
51,1,30,4,2,1,1,41,0,92279.35285077697
29,3,38,1,2,4,3,59,50,94252.65012955006
30,1,4,1,0,0,3,49,50,37178.839991251305
57,5,28,4,1,3,3,55,100,91167.42550522574
25,1,35,3,0,1,1,41,100,96506.68983513968
53,3,13,1,2,1,4,59,50,55301.98319072141
55,1,17,2,2,4,4,30,100,62959.17250669101
56,3,6,2,0,4,4,59,100,50485.95044754362
36,1,22,4,2,0,0,41,50,78819.50561522096
59,1,32,2,2,1,4,55,50,86582.2747896426
59,3,15,5,1,1,4,35,100,75855.52550852776
31,1,36,2,1,4,4,33,0,91183.49837988311
40,2,24,4,2,2,2,46,0,83692.10115476944
59,4,8,4,2,0,3,39,50,64891.343453606445
38,2,27,4,0,1,1,48,0,89432.75309369268
22,4,8,5,0,3,2,40,100,71101.55586668558
37,2,11,1,2,3,3,30,100,47341.51224223254
38,4,17,3,1,4,4,34,50,68989.41669960866
25,1,26,2,1,3,4,53,0,75493.31610650018
35,3,25,1,0,4,2,57,100,78011.29509792861
27,3,25,4,1,2,1,43,100,91719.44773490739
37,5,9,1,1,4,2,42,0,52754.67531193224
58,4,16,1,0,1,2,31,100,64209.74882700951
31,5,31,5,0,3,3,57,100,109209.60772476297
29,5,23,4,1,1,0,43,0,87274.9257480162
26,4,7,4,0,3,1,35,0,63899.4379996303
20,3,29,2,2,3,1,35,50,79857.33008710836
55,4,25,2,0,4,2,50,0,79410.81009919841
40,1,23,2,2,0,2,52,50,69852.98244487068
56,5,26,2,2,3,4,30,0,84943.25091840803
43,5,14,1,2,3,2,55,50,60172.599316798856
44,4,27,1,0,0,3,49,100,77580.67400621768
26,5,10,2,0,1,4,40,50,62539.65504569652
36,3,38,2,0,3,0,51,50,93876.11993422598
48,5,1,2,2,4,3,59,100,43745.16759769225
49,4,8,3,0,0,1,33,0,61148.31122231333
26,3,22,2,1,0,1,35,0,72754.91002190515
52,3,32,3,1,3,3,31,50,94766.70232691916
26,5,18,2,0,1,2,56,0,74294.66633589639
43,4,12,4,2,1,2,54,50,72593.20798517787
30,5,13,5,0,2,2,49,100,82026.95143887354
28,1,31,1,1,2,1,58,0,78739.91366465324
31,1,21,4,2,4,3,34,0,76633.07564451516
54,3,19,5,0,3,2,44,0,82146.8236373543
23,5,32,3,0,1,4,52,100,96712.84259153777
55,1,4,1,2,2,1,37,50,39513.24871053297
47,2,19,3,2,3,5,46,50,73141.63963763298
32,1,13,3,1,3,3,52,100,63829.84886788419
42,5,26,1,0,1,3,39,50,81652.14920520225
38,5,25,5,1,3,3,38,50,95381.67284850506
56,1,31,1,1,0,0,31,100,80128.09072366751
58,5,29,2,2,2,4,40,0,87880.8505674262
43,5,26,3,0,4,0,31,50,86722.01193338737
35,2,25,2,1,2,2,56,100,79656.03904251312
52,3,17,1,1,3,0,45,50,61091.17741889822
31,5,22,1,2,0,0,33,0,74801.83889472576
53,4,23,5,0,2,1,57,0,96730.14253040514
26,3,3,3,0,1,3,46,0,47425.44644993754
30,3,2,4,1,0,0,38,0,53983.21373735483
50,4,29,1,2,2,3,41,0,79814.0857711487
48,1,15,4,0,3,4,34,0,68950.98447311632
32,2,6,3,0,1,0,32,0,53366.55957670626
50,5,38,2,1,3,1,35,0,100407.47065662258
21,1,21,3,0,3,1,36,50,74809.62834735501
58,4,30,5,0,1,2,33,100,105243.71005185397
34,2,12,4,0,0,0,59,100,68054.11872432835
30,2,28,4,0,2,4,43,50,92108.00205419766
53,2,27,2,1,0,3,58,100,79026.7972419082
58,4,18,2,0,1,0,43,100,68612.1519902729
23,1,22,1,0,2,2,31,0,64688.400209325
30,5,7,3,2,1,1,57,50,60575.19805750757
48,2,24,5,1,4,0,50,0,89503.92650865682
21,2,37,1,0,4,2,44,0,89474.37769626726
35,1,37,3,2,0,4,41,0,95748.05340756457
58,2,34,2,1,1,3,43,50,91806.45562364142
32,2,25,5,0,2,4,52,50,91244.6683668286
56,4,2,2,2,0,4,39,50,49265.34992008473
36,3,1,2,1,4,3,55,0,44649.173030121456
40,1,4,4,0,4,0,32,50,54896.0194375929
38,1,19,3,2,4,3,31,0,69575.7757736658
26,1,11,1,1,0,2,31,100,47835.63936781941
57,4,37,4,2,2,4,40,0,108239.55353412716
27,4,15,3,2,4,3,41,100,71270.08356128428
32,5,36,3,0,0,1,44,100,104916.81350494796
56,4,37,3,2,0,3,41,50,102856.62025487394
21,1,35,5,0,3,3,40,0,108671.59261784315
30,5,28,4,0,3,2,49,50,96007.95739498458
43,3,34,1,2,2,4,49,50,81878.37339596965
25,2,36,4,2,4,2,43,100,101241.11594623962
45,2,20,2,2,3,2,34,100,69325.40112575593
26,5,20,3,2,2,1,48,0,79318.97341156579
58,3,27,2,1,3,2,56,100,82524.36872197491
38,2,5,4,0,4,2,59,0,56590.139763947125
25,5,19,1,2,0,1,46,0,67934.28821135846
48,4,35,2,1,4,5,58,50,93566.51947018891
58,1,12,2,2,3,2,44,100,56622.40916360155
21,3,39,5,1,4,3,49,50,112119.51229052688
38,2,10,4,0,0,2,46,100,62362.69614053422
23,1,23,2,2,1,4,58,100,74455.13917179065
25,5,18,4,1,0,3,41,50,81325.80482675659
56,2,22,1,1,3,3,37,0,62448.02271153134
47,1,30,2,0,0,0,44,50,83529.44909370666
49,4,36,1,2,2,4,50,100,95308.04164535816
26,3,36,2,2,4,4,31,50,92191.71124336861
28,5,2,3,0,1,4,57,50,52852.68894274262
44,2,33,5,0,1,2,50,100,107827.21646849564
52,4,28,5,0,4,2,50,100,102796.8923720109
20,3,2,5,1,4,3,46,0,62461.4449287774
25,3,14,1,1,2,0,50,100,55882.5206377612
37,4,6,4,0,0,2,53,100,61230.729431666936
29,2,2,5,2,1,2,39,100,59613.85184843229
47,3,15,2,1,3,0,47,100,63979.23752651545
30,5,33,2,0,4,4,53,100,97060.19373049168
52,1,19,3,1,4,3,58,0,69937.79168429093
20,5,38,1,1,1,2,53,100,98812.81186175701
32,3,32,2,0,4,0,41,50,87948.5927531982
56,1,13,2,2,1,0,30,50,54460.257512771
39,4,34,3,2,3,4,33,100,99365.14657339254
20,1,10,3,1,3,1,34,50,55531.89972259732
22,1,19,4,2,1,1,55,0,72498.19622228367
37,1,29,4,2,4,1,53,50,87251.63859053893
33,3,27,4,0,2,1,32,0,92678.51363057311
50,2,14,2,0,2,2,30,0,59878.013993968605
46,3,37,3,0,0,0,36,50,99704.84446240564
36,2,12,1,2,5,3,49,50,52314.82473490473
48,4,34,4,2,4,2,55,100,105269.67834943312
55,4,23,5,0,2,1,41,100,93360.599010584
56,4,0,2,2,0,3,50,100,43999.20668405851
45,4,23,1,0,3,3,35,50,73467.32859797166
36,4,26,2,1,1,1,49,0,80868.84429569489
41,5,17,4,1,2,3,46,0,81772.17142516398
44,3,25,2,2,1,2,40,100,76201.55654017322
21,2,28,4,2,1,4,37,0,91641.48532367112
41,4,7,2,2,3,2,40,50,51794.126253042225
24,5,25,4,2,0,2,42,50,88960.71945737327
23,5,4,3,1,4,4,38,0,52493.73283291875
55,5,32,3,0,4,1,48,50,94157.60164555006
25,3,39,3,1,4,1,55,0,105586.92204419599
40,4,4,3,0,0,4,49,100,56564.01370128763
32,5,35,3,2,0,2,34,50,104997.25754242546
56,5,12,5,0,0,0,39,50,79317.86916411684
44,4,16,2,0,2,3,42,100,66650.17096918661
45,3,12,3,0,1,3,54,0,61117.85990938256
58,5,24,5,0,0,3,34,50,96890.5636058292
39,2,1,5,1,0,0,52,50,57037.7159571696
52,1,23,2,2,2,2,32,0,71247.69177608402
33,1,35,2,2,1,1,46,100,91550.13956488782
55,1,24,4,0,4,4,51,50,81448.26858887746
36,3,33,4,2,3,3,58,100,102263.02653717436
40,5,11,3,1,0,0,39,0,65693.29903089555
35,1,18,1,0,0,4,46,0,60459.28412391439
35,1,29,4,2,3,2,35,100,93034.85527046226
39,4,36,1,2,0,0,53,0,90143.66589776396
48,5,0,4,0,0,0,43,100,54097.11168944242
47,5,2,5,1,0,4,38,50,61738.02941211039
27,4,25,5,0,3,4,53,100,97760.37095653107
43,5,14,5,0,2,3,58,100,83207.88453864405
22,2,27,1,2,2,2,34,100,73890.21410878452
44,3,3,3,2,3,4,52,50,51726.01311944336
38,4,18,4,0,2,3,51,0,79030.42818968413
52,1,23,4,0,4,3,54,50,79932.86774286034
21,5,39,1,2,4,4,49,100,99547.09188131263
34,2,5,5,0,3,0,37,50,62715.09047852718
41,2,15,3,1,1,0,57,0,64577.1763905922
29,3,31,4,0,0,0,56,50,97377.4082147155
37,2,29,3,1,1,3,54,100,87042.785060331
41,5,34,3,0,0,5,45,50,97231.70516431646
46,5,7,2,0,2,2,36,50,54446.74116232187
32,2,4,3,0,2,0,57,100,50296.14890492308
52,5,36,2,2,4,0,52,100,97555.25020571478
24,5,11,1,2,1,3,31,0,54824.514676455285
45,1,24,5,2,3,1,38,50,87980.7786041917
32,4,32,2,2,0,2,57,0,91005.36584749694
46,5,38,3,2,2,3,50,100,107368.97360212749
33,5,23,5,2,0,2,39,100,94504.88163420385
43,3,10,3,0,3,2,48,0,62480.378113174316
22,4,34,3,1,0,0,33,0,100476.56460101965
49,4,39,2,2,4,2,42,50,103176.06607244506
54,4,0,1,2,3,0,55,0,40242.556174292156
33,2,7,3,0,3,2,31,50,56465.534191837374
31,1,22,2,2,0,1,48,100,68599.12724515577
47,1,19,3,0,0,2,35,100,68047.02702817212
48,3,31,5,2,5,4,45,50,103820.02306149452
36,4,10,1,1,0,0,44,50,55702.58997394916
59,4,6,3,2,3,1,43,100,55654.08344375079
40,5,29,1,2,5,0,42,50,85108.45231553791
42,2,38,1,0,2,1,57,0,94476.57182132399
39,2,12,5,2,1,0,46,50,71732.86018631738
30,3,2,5,0,4,4,47,100,56348.377272047655
53,1,6,4,1,3,4,49,50,58806.14039807648
29,4,12,1,2,2,1,30,0,57264.22885773446
29,3,36,3,0,4,3,51,50,100414.16204099565
25,2,24,5,1,0,0,57,50,91506.55178920862
55,2,22,3,1,0,3,33,50,76505.1159058586
43,2,32,1,0,1,2,45,100,85121.45822739456
31,4,4,5,0,0,4,47,50,63874.853990634714
42,4,31,4,2,4,0,39,0,95758.32054379914
46,4,29,1,1,2,4,49,100,80715.36055198673
56,5,30,3,1,1,2,57,50,91182.83375886983
25,1,12,4,0,4,1,37,100,65127.341302529974
20,2,4,1,1,2,0,35,50,44345.58166780655
25,2,22,5,0,4,0,56,100,84662.4387766642
41,5,0,1,2,0,0,46,50,38986.00115578935
43,2,9,2,0,4,1,58,0,49574.145518308775
44,2,26,3,2,1,4,34,100,82785.71281129956
34,4,7,5,0,4,1,56,50,68936.65276020207
45,4,2,5,2,3,5,51,50,57077.66055636925
27,1,18,2,1,0,0,33,50,65399.56999253779
43,2,1,4,0,4,1,33,100,50036.01118650594
57,3,30,5,0,2,2,48,100,100618.3153265012
25,2,9,4,0,0,1,58,50,60379.134624750164
54,2,15,4,2,5,4,55,50,71667.92641626947
20,1,36,4,0,1,0,55,50,104223.96626535367
55,3,19,1,0,3,4,51,100,66120.62463942716
31,2,2,2,1,4,3,57,0,43717.369935384275
57,3,34,3,0,0,0,38,0,94393.06090995466
30,4,33,2,0,4,2,42,50,97304.76000813441
31,4,20,5,0,4,2,36,100,87020.25032211185
58,3,35,2,0,0,3,54,50,94728.79222718748
26,2,31,3,1,3,4,57,50,90789.02816849522
30,3,17,1,0,3,2,59,100,61809.673824474194
55,3,33,5,0,1,4,51,0,107275.22827820515
50,4,37,1,1,0,0,58,100,95649.5469802497
52,3,2,5,2,0,1,47,50,55839.55107200331
32,5,2,3,2,2,0,51,0,50157.460564251276
37,5,26,1,1,2,4,52,100,78745.10686741192
43,4,1,3,1,2,3,47,0,50506.02522763446
28,2,2,3,2,3,0,59,100,47106.811295637715
50,2,16,2,0,1,2,46,100,61139.858222391005
29,4,38,5,2,1,0,58,0,116632.59250833915
21,2,37,4,0,4,0,51,0,107587.38686554055
57,1,39,4,1,1,0,57,50,105239.20545961626
34,5,18,1,1,2,3,37,50,68014.13516451641
22,1,18,3,1,0,4,40,0,65852.08590211919
50,1,4,2,2,4,3,35,50,42281.43597533789
25,1,4,5,1,3,2,37,50,59325.219100835624
22,4,13,1,2,1,4,51,100,57734.63251758035
30,1,26,3,0,0,2,51,50,79395.72357401183
34,3,35,4,0,2,4,59,100,102856.75250877616
47,2,39,4,0,3,4,37,50,109224.14344076408
29,4,34,5,1,3,5,48,0,108397.63413189823
57,3,20,5,0,1,0,44,100,84905.83860798589
26,3,4,5,1,0,3,48,50,62807.67917279646
34,5,23,1,2,2,4,35,0,74368.51637669555
37,5,38,5,1,2,2,33,100,119038.46196834583
37,3,23,1,0,2,0,52,50,69438.30875545827
43,5,39,2,1,2,2,56,0,104315.72076327146
21,2,12,3,1,1,0,36,100,59503.97040790251
59,2,37,4,2,1,4,54,50,104781.57757680844
39,5,0,1,1,0,2,31,50,42826.43398003286
53,1,38,3,0,4,3,56,100,94638.53648845834
26,2,1,4,1,2,3,51,100,49785.818030411734
57,5,15,1,0,0,0,43,0,62407.42286127906
49,5,36,5,1,2,0,38,0,113295.91440445241
24,2,15,3,2,1,3,58,100,66567.69820366811
30,2,22,2,0,0,2,36,0,73005.93009221411
20,1,25,3,0,2,0,51,50,76793.46064742327
53,5,15,1,1,4,3,34,100,63608.32516928778
20,5,26,2,2,3,0,53,0,87206.76912150095
38,4,29,2,2,3,1,41,50,86016.65269098169
21,1,32,5,0,2,2,47,0,98844.08749932254
40,2,31,3,0,3,4,57,100,90100.03833070686
39,2,8,1,1,4,2,48,50,46513.44393169527
42,3,10,2,0,4,4,45,0,54488.10721018515
40,2,36,5,2,2,3,41,100,109160.25243799361
43,5,5,2,1,4,0,35,0,56422.41612770621
23,2,29,3,1,3,3,30,100,90847.39581804138
31,5,39,4,2,2,4,41,50,115428.3707327865
41,5,14,1,2,3,1,53,100,62888.472362693596
39,1,29,4,0,4,4,59,50,92846.89707057625
37,2,17,3,2,5,0,40,0,69545.91424696361
20,1,11,4,1,0,1,40,0,60657.206414451306
49,5,3,3,1,1,0,38,50,56478.89267257044
52,2,15,3,2,1,1,31,0,63527.85142624766
43,2,22,5,0,2,0,58,50,85885.08403628076
33,1,10,4,1,3,4,54,0,63063.1791739112
55,1,23,2,0,1,4,50,0,69796.65405335298
24,5,21,3,2,2,4,37,100,85376.06608827862
30,5,38,4,0,4,4,30,100,111159.68835506855
43,2,14,2,1,1,1,30,100,57504.85241037653
50,2,14,1,2,3,2,57,50,55592.35865188919
32,4,9,2,1,0,2,41,100,55013.033390277444
35,4,27,4,1,0,3,33,100,92670.58758341374
43,3,35,4,2,1,2,30,100,104564.5787454808
32,5,16,2,0,0,3,41,0,70571.22476313417
43,3,35,2,2,2,4,43,50,94616.3650624681
45,3,21,3,1,3,0,30,100,77308.38900493828
21,1,22,4,1,4,2,41,100,77256.65561929379
35,1,28,3,1,3,2,34,100,85043.49302244942
57,4,21,3,2,4,4,31,0,79693.64247987923
20,3,10,1,2,0,4,33,50,51238.274716443564
30,4,35,4,2,2,2,53,100,104215.96065814536
54,5,28,3,2,4,4,40,100,92465.37094901569
48,2,31,1,0,0,2,51,100,79326.68228144944
56,1,13,3,1,4,0,47,0,62003.78227486896
36,5,17,3,0,1,0,48,0,71944.99765636072
58,5,37,4,1,3,3,47,100,113651.39457715827
47,1,36,2,1,2,2,49,0,91418.52970950864
48,1,33,2,0,0,0,44,50,85700.1143978837
22,3,22,4,2,2,0,50,100,83297.90974759722
29,4,31,2,1,3,1,57,50,92084.5104990243
33,5,2,5,2,4,0,59,50,60992.98574996144
31,3,21,2,0,4,3,44,50,71350.22917895926
49,3,22,3,1,2,0,38,0,76663.19275686471
51,5,3,3,2,4,4,52,0,54768.31914191688
51,5,12,1,0,4,1,37,50,59135.45064444016
51,2,31,4,1,4,2,52,0,95953.61675767215
45,4,28,1,0,1,3,56,0,80962.30320290649
20,5,39,3,2,0,0,39,100,110629.44128365374
21,1,39,3,1,0,2,37,100,100231.06570927122
36,2,9,1,1,3,0,58,100,45740.19339530309
49,4,12,5,1,4,1,40,100,74161.78974026025
58,1,16,2,0,2,2,50,50,59420.7549605225
26,1,37,5,0,4,4,48,0,109826.21010240413
46,4,1,5,0,3,4,41,50,60983.10310906977
28,2,16,5,0,4,2,36,100,73025.76309944864
41,1,25,5,2,1,4,59,100,90008.22986130037
53,3,37,2,0,3,3,30,0,97490.10820587949
20,4,36,4,0,0,1,32,0,105566.78433390801
28,4,4,1,0,0,3,52,0,43182.24998414123
39,5,24,5,2,1,2,42,100,94039.63438395751
38,2,8,5,2,0,3,33,0,63524.81370563415
55,3,27,1,1,1,1,52,0,75464.4217118717
59,3,21,1,0,0,1,55,100,70722.50275962129
23,5,28,4,1,0,2,39,50,95638.67119185199
28,1,34,3,1,4,3,35,50,92520.8231519596
41,1,19,4,2,3,1,33,100,73696.66415346644
37,3,4,3,2,0,2,52,50,48102.09818854099
31,2,38,2,1,3,1,37,100,95642.28034483411
58,1,31,4,1,3,0,43,50,95374.66202177988
28,4,38,2,0,0,0,53,0,100809.21460289415
25,5,9,1,2,3,1,52,50,52451.212216552885
38,2,39,4,2,1,2,47,100,108547.70951798023
26,1,16,1,1,2,0,37,100,55193.32926795911
35,3,36,5,2,1,1,34,50,107334.20147846107
24,5,14,1,1,0,4,43,100,56690.770874069916
35,1,8,5,1,1,3,54,50,63549.92297363741
20,3,31,3,2,2,1,51,100,97123.09393515415
56,1,22,5,0,1,0,44,0,82623.61150829255
58,5,10,3,2,3,1,49,50,63492.74290378646
38,4,12,5,1,0,2,54,50,77816.36006865403
56,4,17,5,1,3,0,46,0,81414.18155455188
36,3,8,2,0,3,2,33,100,53300.15008938616
45,4,4,2,1,0,2,56,50,47092.547140853865
41,5,21,1,0,0,2,50,0,68457.78872608417
27,3,31,2,2,4,1,49,100,85004.35069656752
52,1,1,3,0,2,0,42,0,43554.95670459098
21,2,20,2,1,3,2,44,0,72669.08427624719
49,1,27,1,1,3,4,38,50,72161.46635740293
39,5,23,4,0,0,3,46,100,91305.15188380006
37,3,23,3,2,0,1,32,50,78814.82998245471
29,1,13,4,0,1,4,38,100,66466.16980762348
43,3,36,3,1,3,0,57,100,97329.1947169625
23,4,26,1,2,3,3,52,0,76511.26710271089
56,2,23,2,0,0,2,50,0,72466.61959923962
23,5,5,4,0,3,4,40,50,64860.32394463662
32,1,25,4,0,2,4,51,100,83959.26885250355
44,2,14,2,1,4,2,49,0,59861.692509130706
32,5,28,1,1,0,2,50,100,84380.31461667117
37,5,35,2,1,0,4,53,0,98838.4071147953
43,4,9,5,2,3,0,34,0,72916.23756802913
21,3,27,5,2,4,1,55,50,93631.97409151692
52,3,8,5,2,4,0,47,100,70562.08833587158
38,2,20,4,1,0,0,53,0,81902.53898294004
28,4,9,4,2,0,1,41,100,68482.87886459347
47,5,3,1,2,0,0,48,100,45879.771841601156
54,4,3,3,0,2,3,34,100,53369.894329561896
58,4,5,2,1,3,2,58,0,53532.128001402
29,2,25,3,0,2,4,41,100,81539.72019432276
20,3,39,4,1,0,1,56,50,111483.78935010433
40,4,15,2,1,4,0,35,50,67013.96613563609
28,4,7,4,2,3,4,46,0,64335.94406140702
34,4,27,1,0,3,3,43,50,80622.13332067385
54,1,15,2,0,0,0,32,50,59725.66639332474
24,4,37,4,2,0,0,30,0,110362.72689561304
41,4,0,5,0,0,0,52,100,59653.186936229526
42,5,18,5,0,0,3,42,0,86572.62938799361
26,1,16,4,1,0,2,47,0,72076.20424288436
42,4,27,3,0,0,4,39,50,85392.44314268543
44,4,11,1,0,3,0,52,0,55794.01179700665
46,2,5,1,1,2,0,57,100,36396.83165964073
25,2,6,4,2,4,3,59,0,60642.89490383516
53,1,7,1,1,0,3,48,0,39620.525208882726
28,5,2,2,2,4,4,48,100,47579.306753381716
52,1,20,1,2,3,4,46,0,64450.02581350653
25,1,7,5,1,4,0,36,100,63540.26608958706
56,2,27,4,1,3,0,57,100,88298.549655938
50,2,29,2,2,1,0,37,50,81760.92703138474
53,5,31,1,1,2,0,45,0,88200.08456178817
48,4,10,5,1,1,0,45,100,71370.45396857402
33,5,19,3,0,3,3,56,0,78830.27848609665
55,4,15,1,1,1,2,45,50,59275.925043244715
55,3,24,5,1,3,4,49,50,92984.54855399011
34,2,8,5,0,1,3,38,50,67043.7985919262
27,3,38,5,2,3,1,59,100,112253.55244290076
45,3,39,5,2,2,1,42,50,112717.03567196913
55,2,39,3,1,2,1,33,0,101388.66502473067
40,3,2,4,1,2,4,39,0,51455.67892857149
47,1,15,5,2,3,0,50,100,71716.34659510985
23,4,11,4,1,4,1,56,0,71313.43354565314
35,5,14,3,2,1,1,51,100,71784.73527333362
41,2,3,3,2,1,2,38,50,47139.988965928045
31,1,22,2,0,1,3,54,100,72695.63055388676
35,5,26,2,0,1,4,53,100,85208.89447439385
59,5,38,5,1,2,4,55,0,117946.85675137817
57,5,36,4,1,4,2,57,0,111147.01397165513
56,3,12,3,2,1,1,47,50,65931.86126079425
48,3,36,1,1,4,2,41,0,91344.01151412704
37,3,39,2,0,3,0,55,0,99357.47283116687
29,3,20,2,2,3,1,39,0,70986.84116176999
58,1,28,1,2,1,4,46,0,70514.76497558055
37,3,28,4,1,0,3,41,0,93640.64498630751
20,2,10,4,2,2,2,31,50,65174.64020830332
58,5,27,4,2,1,2,43,50,95386.21829091688
40,1,9,5,2,2,4,35,50,61360.82579014364
20,3,4,5,0,1,1,40,50,57746.03973456715
34,5,24,1,2,2,1,43,50,71560.9651936882
23,1,32,3,0,0,1,52,0,87018.56973701133
39,5,16,1,2,0,3,43,100,64330.98114714813
29,1,32,3,1,3,3,35,50,90024.98490618051
42,4,24,1,1,1,1,30,100,74000.09866066641
53,1,32,5,2,0,3,46,50,99314.29452590103
52,3,8,4,1,0,2,46,100,61364.01301982607
53,5,26,2,0,1,1,46,0,82922.52568721997
58,5,24,1,2,1,3,39,0,75626.67470637949
29,5,3,1,0,3,2,59,0,45873.84322457887
39,2,8,2,2,0,2,39,100,52510.02879417876
20,2,14,1,0,2,3,43,50,55162.79055004248
32,3,15,4,1,1,1,30,0,69820.32995271755
20,4,15,2,0,1,1,31,100,65142.24268517221
24,2,12,2,0,1,3,47,50,57409.117655179165
35,1,13,4,1,1,3,49,0,64822.98046555614
34,3,21,4,1,0,0,32,50,86411.98119906931
47,4,20,2,2,2,2,33,50,71714.98464104572
50,1,8,4,2,3,1,34,0,58257.59403698053
